time_window,avg_cpu,avg_mem,active_machines
1970-01-01 00:05:00+00:00,0.00662258341715068,0.004912416316267439,9525
1970-01-01 00:06:00+00:00,0.0032542922377261723,0.0027331814024285322,3805
1970-01-01 00:07:00+00:00,0.003070296988253512,0.00277046208077236,4167
1970-01-01 00:08:00+00:00,0.0019503157258017327,0.0018228199376562183,4338
1970-01-01 00:09:00+00:00,0.0016886134027699234,0.0014684567589526752,5545
1970-01-01 00:10:00+00:00,0.006117088320165377,0.004734603443912198,9523
1970-01-01 00:11:00+00:00,0.0026061743901443814,0.0017219476842574427,5384
1970-01-01 00:12:00+00:00,0.002485190087928891,0.0015634134874919225,4991
1970-01-01 00:13:00+00:00,0.0020933823139859774,0.0012252671335528289,4764
1970-01-01 00:14:00+00:00,0.002585709198040266,0.0015027608494474537,5253
1970-01-01 00:15:00+00:00,0.006013907736881367,0.004661959762683008,9524
1970-01-01 00:16:00+00:00,0.006022529999509178,0.002190681771872983,5495
1970-01-01 00:17:00+00:00,0.00447506266980625,0.002208418583971274,4625
1970-01-01 00:18:00+00:00,0.004968400540310236,0.0019646959794140223,4422
1970-01-01 00:19:00+00:00,0.0035878069321205784,0.0014335703689941524,4455
1970-01-01 00:20:00+00:00,0.006490425979472219,0.004707414562502092,9527
1970-01-01 00:21:00+00:00,0.004164457832695049,0.0020529857561342037,4959
1970-01-01 00:22:00+00:00,0.003119546862624612,0.00185512042649629,4683
1970-01-01 00:23:00+00:00,0.0030117792375308197,0.0013259957555938609,4854
1970-01-01 00:24:00+00:00,0.0029881541583624076,0.0010711709189026863,4127
1970-01-01 00:25:00+00:00,0.006843293185319382,0.004804707982725508,9527
1970-01-01 00:26:00+00:00,0.0028860980745713466,0.001309784382772334,4073
1970-01-01 00:27:00+00:00,0.003919253623761304,0.001371944957423304,4308
1970-01-01 00:28:00+00:00,0.0030512432899161214,0.0013254906057188875,4899
1970-01-01 00:29:00+00:00,0.0030094942629525752,0.0009036416206855612,3782
1970-01-01 00:30:00+00:00,0.006898997174739643,0.004840349138229796,9527
1970-01-01 00:31:00+00:00,0.00299645097795675,0.0017245501194392949,4735
1970-01-01 00:32:00+00:00,0.0026869092453043982,0.001334416364746224,5336
1970-01-01 00:33:00+00:00,0.0022628266275955757,0.001278617789874211,4728
1970-01-01 00:34:00+00:00,0.0028988696796260352,0.0013495470180087071,3929
1970-01-01 00:35:00+00:00,0.006858008961315632,0.004833410710216924,9527
1970-01-01 00:36:00+00:00,0.0033151467293350977,0.0013914144940962094,4893
1970-01-01 00:37:00+00:00,0.003636795628098484,0.001183270291672608,4602
1970-01-01 00:38:00+00:00,0.0040305719806009764,0.0010699200668381364,4337
1970-01-01 00:39:00+00:00,0.0026197925730335006,0.0008774444597064091,3882
1970-01-01 00:40:00+00:00,0.006634382076208804,0.004735290157067515,9529
1970-01-01 00:41:00+00:00,0.0035216628637376565,0.001254061103513708,3394
